_virtualenv-burrito,2.7.1,https://raw.githubusercontent.com/brainsik/virtualenv-burrito/master/virtualenv-burrito.py,8cf9ca1752c9e459d9a39a87bd6817f252304068
setuptools,39.0.1,https://pypi.python.org/packages/72/c2/c09362ab29338413ab687b47dab03bab4a792e2bbb727a1eb5e0a88e3b86/setuptools-39.0.1.zip,75310b72ca0ab4e673bf7679f69d7a62
pip,9.0.3,https://pypi.python.org/packages/c4/44/e6b8056b6c8f2bfd1445cc9990f478930d8e3459e9dbf5b8e2d2922d64d3/pip-9.0.3.tar.gz,b15b33f9aad61f88d0f8c866d16c55d8
virtualenv,15.2.0,https://pypi.python.org/packages/b1/72/2d70c5a1de409ceb3a27ff2ec007ecdd5cc52239e7c74990e32af57affe9/virtualenv-15.2.0.tar.gz,b5f6b473140cc627d19d0d203f3b63cc
virtualenvwrapper,4.8.2,https://pypi.python.org/packages/dc/bf/5ea6941c9511bb0ae842e673e6ac2dc6811b9078ae14ac04ccf050ab6cc6/virtualenvwrapper-4.8.2.tar.gz,8e3af0e0d42733f15c5e36df484a952e
